"enrollee_id","city","city_development_index","gender","relevent_experience","enrolled_university","education_level","major_discipline","experience","company_size","company_type","last_new_job","training_hours","target"
5867,"74",0.579,"M","Y","None","Graduate","STEM","11","50-99","Pvt Ltd","1",34,"1"
9120,"21",0.624,"M","N","Full-Time","Graduate","STEM","2","50-99","Pvt Ltd","never",31,"0"
25115,"16",0.91,"M","Y","None","High School","None","2","50-99","Pvt Ltd","1",37,"0"
3433,"103",0.92,"M","Y","None","Graduate","STEM","4","50-99","Pvt Ltd","1",23,"0"
24147,"65",0.802,"M","N","Full-Time","High School","None","5","100-500","Pvt Ltd","never",13,"0"
25261,"103",0.92,"M","Y","None","Graduate","STEM","15","10000+","Pvt Ltd","4",112,"0"
30564,"89",0.925,"M","N","Full-Time","High School","None","2","100-500","Pvt Ltd","never",166,"0"
3529,"16",0.91,"M","Y","None","Masters","STEM",">20","50-99","Pvt Ltd",">4",160,"0"
4583,"50",0.896,"M","Y","None","Graduate","STEM","13","100-500","Pvt Ltd","4",7,"0"
30593,"103",0.92,"M","Y","None","Graduate","Other",">20","100-500","Pvt Ltd","1",182,"1"
19958,"114",0.926,"M","N","None","Masters","Humanities",">20","10000+","Pvt Ltd",">4",45,"0"
28039,"94",0.698,"M","Y","None","Graduate","STEM",">20","10000+","Pvt Ltd",">4",81,"0"
5413,"21",0.624,"M","Y","None","Graduate","STEM","6","10000+","Pvt Ltd","1",142,"1"
21364,"21",0.624,"M","Y","None","Graduate","STEM","4","100-500","Pvt Ltd","1",110,"1"
24606,"21",0.624,"M","Y","Full-Time","Graduate","STEM","2","50-99","Pvt Ltd","1",21,"1"
24040,"48",0.493,"M","Y","None","Graduate","STEM","6","50-99","NGO","1",15,"1"
21340,"21",0.624,"F","Y","None","Graduate","STEM","7","50-99","Pvt Ltd","1",48,"0"
12173,"75",0.939,"M","Y","None","Graduate","STEM",">20","<10","Pvt Ltd","1",23,"0"
13515,"76",0.698,"M","Y","Full-Time","Graduate","STEM",">20","10000+","Pvt Ltd",">4",6,"0"
11135,"13",0.827,"M","N","Full-Time","Graduate","STEM","11","50-99","Pvt Ltd","1",73,"1"
2681,"21",0.624,"M","Y","None","Graduate","STEM","7","10-49","Early Stage Startup","1",11,"1"
18109,"16",0.91,"M","Y","Full-Time","Masters","STEM","3","10000+","NGO","1",12,"0"
25225,"104",0.924,"M","Y","None","Graduate","STEM","5","50-99","Pvt Ltd","2",6,"0"
1609,"76",0.698,"M","Y","None","Graduate","STEM",">20","100-500","Pvt Ltd","3",32,"0"
12065,"21",0.624,"M","N","Full-Time","High School","None","3","50-99","Pvt Ltd","never",52,"0"
3685,"103",0.92,"M","Y","None","Graduate","STEM",">20","500-999","Pvt Ltd",">4",111,"0"
26560,"16",0.91,"M","Y","None","Graduate","STEM","2","100-500","Public Sector","2",212,"0"
8672,"45",0.89,"M","Y","Full-Time","Graduate","STEM","3","100-500","Pvt Ltd","1",30,"0"
12513,"114",0.926,"F","Y","None","Graduate","STEM","10","1000-4999","Pvt Ltd","1",37,"0"
29630,"136",0.897,"M","Y","None","Masters","STEM","4","1000-4999","Pvt Ltd","1",6,"0"
19957,"173",0.878,"M","Y","None","Graduate","STEM","7","10000+","Pvt Ltd","1",68,"0"
517,"40",0.776,"M","Y","None","Graduate","STEM","5","10-49","Early Stage Startup","1",123,"0"
7030,"142",0.727,"M","N","Full-Time","Masters","Humanities","18","50-99","Pvt Ltd","2",56,"1"
3757,"16",0.91,"M","N","None","Primary School","None","1","50-99","Pvt Ltd","never",10,"0"
23839,"165",0.903,"M","N","None","Graduate","Humanities",">20","50-99","NGO",">4",18,"0"
8914,"11",0.55,"M","Y","None","Graduate","STEM","12","50-99","Pvt Ltd","2",182,"0"
20641,"11",0.55,"M","Y","Full-Time","Graduate","STEM","5","10000+","Pvt Ltd","1",196,"0"
25228,"136",0.897,"M","Y","None","Masters","STEM",">20","50-99","Pvt Ltd",">4",133,"0"
3456,"21",0.624,"M","Y","None","Masters","STEM","14","1000-4999","Pvt Ltd","2",21,"1"
848,"160",0.92,"M","Y","None","Graduate","Humanities","15","100-500","Pvt Ltd",">4",17,"0"
1851,"103",0.92,"M","Y","Part-Time","Masters","STEM","5","10000+","Pvt Ltd","4",80,"0"
13248,"143",0.74,"M","Y","None","Masters","STEM","9","5000-9999","Pvt Ltd","1",43,"1"
31855,"160",0.92,"M","Y","Part-Time","Graduate","Humanities",">20","50-99","Pvt Ltd","2",21,"1"
728,"16",0.91,"M","Y","None","Graduate","STEM","14","50-99","Funded Startup","2",28,"0"
25869,"90",0.698,"M","Y","Part-Time","Graduate","STEM","6","<10","Pvt Ltd","1",47,"0"
1957,"160",0.92,"M","Y","None","Graduate","STEM","12","50-99","Pvt Ltd","1",65,"1"
24626,"114",0.926,"M","Y","None","Masters","STEM","16","100-500","Pvt Ltd","1",84,"0"
24220,"114",0.926,"M","Y","None","Graduate","STEM","15","500-999","Pvt Ltd",">4",56,"0"
24598,"7",0.647,"M","Y","None","Graduate","STEM","12","100-500","Pvt Ltd","3",133,"0"
24192,"36",0.893,"M","Y","None","Masters","STEM","10","50-99","Pvt Ltd","2",16,"0"
31803,"103",0.92,"M","Y","None","Masters","STEM","10","100-500","Pvt Ltd","1",112,"1"
9859,"74",0.579,"M","Y","Part-Time","Masters","STEM","<1","10-49","NGO","never",72,"0"
5870,"100",0.887,"M","N","None","High School","None","11","50-99","Pvt Ltd",">4",29,"0"
29806,"67",0.855,"M","Y","None","Graduate","STEM","8","10000+","Pvt Ltd","3",36,"0"
13758,"173",0.878,"M","N","None","Masters","Humanities",">20","1000-4999","Public Sector","3",51,"0"
32567,"21",0.624,"M","N","None","Graduate","STEM","4","10000+","Pvt Ltd","1",35,"0"
14885,"103",0.92,"F","Y","None","Graduate","STEM","6","100-500","Pvt Ltd",">4",64,"1"
15656,"64",0.666,"M","Y","Full-Time","Graduate","STEM",">20","10000+","Pvt Ltd","1",8,"0"
21324,"75",0.939,"M","Y","None","Graduate","STEM","16","10-49","Pvt Ltd","2",24,"0"
4174,"67",0.855,"M","Y","None","Masters","STEM","12","100-500","Pvt Ltd","4",42,"0"
25484,"103",0.92,"M","Y","None","Graduate","STEM","4","10-49","Funded Startup","2",17,"1"
15439,"116",0.743,"M","Y","Full-Time","Masters","STEM","18","10-49","Funded Startup","2",204,"0"
1478,"103",0.92,"M","N","None","Graduate","STEM",">20","500-999","Pvt Ltd",">4",7,"1"
9476,"114",0.926,"F","N","Full-Time","Graduate","STEM","2","100-500","Pvt Ltd","2",125,"0"
32784,"114",0.926,"M","Y","None","Masters","Humanities",">20","100-500","Pvt Ltd",">4",17,"1"
32622,"103",0.92,"F","Y","None","Graduate","STEM","5","10000+","Pvt Ltd","2",136,"0"
14216,"21",0.624,"M","N","None","Graduate","Other","2","100-500","Pvt Ltd","1",40,"1"
32465,"103",0.92,"M","Y","None","Graduate","STEM","7","50-99","Pvt Ltd","1",104,"0"
23655,"21",0.624,"M","Y","None","Graduate","STEM","10","100-500","Pvt Ltd","2",56,"0"
30014,"100",0.887,"M","Y","Part-Time","Graduate","STEM","10","<10","Pvt Ltd","1",3,"0"
19004,"103",0.92,"M","N","Full-Time","Graduate","STEM","2","500-999","Public Sector","1",25,"1"
25600,"102",0.804,"M","Y","None","Graduate","STEM","10","50-99","Pvt Ltd","4",83,"0"
3099,"23",0.899,"M","Y","None","Masters","STEM","18","10000+","Pvt Ltd",">4",14,"0"
24629,"16",0.91,"M","Y","None","Masters","STEM","16","500-999","Public Sector",">4",31,"0"
18113,"136",0.897,"M","Y","None","Masters","STEM","8","100-500","Pvt Ltd","4",33,"0"
3262,"67",0.855,"M","Y","None","Graduate","STEM","9","50-99","Pvt Ltd","1",22,"0"
14973,"83",0.923,"M","Y","None","Graduate","STEM","13","10000+","Pvt Ltd","2",35,"0"
2686,"16",0.91,"M","Y","None","Graduate","STEM","8","10000+","Pvt Ltd","1",12,"0"
2434,"93",0.865,"M","N","Full-Time","Masters","Business","10","100-500","Pvt Ltd",">4",27,"0"
5486,"103",0.92,"M","N","Full-Time","Graduate","STEM","9","50-99","Funded Startup","1",198,"0"
7098,"73",0.754,"M","Y","Part-Time","Graduate","STEM","7","10-49","Funded Startup","3",58,"0"
28462,"160",0.92,"M","N","None","Graduate","STEM","1","10000+","Pvt Ltd","1",8,"0"
19477,"65",0.802,"M","Y","Full-Time","Masters","STEM","2","1000-4999","Pvt Ltd","1",99,"0"
11903,"65",0.802,"M","Y","None","Graduate","STEM",">20","<10","Pvt Ltd",">4",35,"0"
31726,"21",0.624,"M","N","None","Graduate","STEM","4","100-500","Pvt Ltd","never",57,"0"
26799,"16",0.91,"M","Y","None","Masters","Arts","17","10-49","Pvt Ltd","1",50,"0"
3503,"1",0.847,"M","Y","Full-Time","Masters","STEM","6","5000-9999","Pvt Ltd","1",72,"1"
22484,"76",0.698,"M","Y","None","Graduate","STEM",">20","10-49","Pvt Ltd","4",204,"0"
24198,"21",0.624,"M","N","None","Masters","STEM","6","100-500","Pvt Ltd","1",47,"0"
1066,"16",0.91,"M","Y","None","Masters","STEM","15","100-500","Pvt Ltd",">4",23,"1"
6582,"114",0.926,"M","Y","None","Graduate","STEM","9","50-99","Pvt Ltd","2",47,"0"
17905,"16",0.91,"M","Y","None","Masters","STEM","16","<10","Early Stage Startup","1",163,"0"
16155,"173",0.878,"M","N","None","Graduate","STEM","11","<10","Early Stage Startup","1",65,"0"
24962,"21",0.624,"M","Y","None","Graduate","STEM","19","10000+","Pvt Ltd",">4",128,"0"
6637,"127",0.745,"M","N","Part-Time","Masters","Business","5","5000-9999","Pvt Ltd",">4",9,"0"
21072,"103",0.92,"M","Y","None","Graduate","STEM","2","50-99","Pvt Ltd","1",124,"0"
2241,"21",0.624,"M","Y","None","Graduate","STEM","18","10000+","Pvt Ltd","never",56,"0"
24904,"57",0.866,"M","Y","Part-Time","Masters","STEM","<1","50-99","Pvt Ltd","1",18,"0"
15148,"55",0.739,"M","Y","Part-Time","Graduate","STEM","12","100-500","Pvt Ltd","2",64,"0"
3364,"103",0.92,"M","Y","Part-Time","Graduate","Humanities","15","100-500","Pvt Ltd","1",192,"1"
19841,"114",0.926,"M","Y","Part-Time","High School","None","8","1000-4999","Pvt Ltd","1",102,"0"
4481,"21",0.624,"M","N","Full-Time","Masters","STEM","3","<10","Funded Startup","1",7,"0"
19383,"89",0.925,"M","N","Part-Time","High School","None","1","50-99","Pvt Ltd","never",50,"0"
12621,"114",0.926,"F","N","Full-Time","High School","None","3","100-500","Pvt Ltd","1",37,"0"
22778,"97",0.925,"F","N","Full-Time","High School","None",">20","100-500","Pvt Ltd","1",47,"0"
25978,"21",0.624,"M","Y","None","Graduate","STEM","6","50-99","Public Sector","2",45,"1"
22970,"103",0.92,"M","N","Full-Time","Graduate","STEM","2","50-99","Funded Startup","1",9,"0"
5582,"102",0.804,"M","Y","None","Phd","STEM",">20","10000+","Pvt Ltd",">4",100,"0"
32508,"16",0.91,"M","Y","None","Graduate","STEM",">20","<10","Pvt Ltd","3",83,"0"
3994,"103",0.92,"M","Y","None","Graduate","STEM","10","100-500","NGO","1",21,"0"
23445,"21",0.624,"M","Y","None","Masters","STEM","14","50-99","Pvt Ltd","4",8,"1"
7925,"36",0.893,"M","Y","None","Graduate","STEM","5","<10","Pvt Ltd","1",63,"1"
33077,"102",0.804,"F","Y","Full-Time","Masters","STEM","10","1000-4999","Pvt Ltd",">4",62,"1"
29728,"21",0.624,"M","Y","None","Graduate","STEM","6","100-500","Pvt Ltd","1",116,"0"
22530,"21",0.624,"M","Y","None","Graduate","STEM","7","5000-9999","Pvt Ltd","4",41,"0"
21269,"75",0.939,"F","Y","None","Masters","STEM","11","1000-4999","Pvt Ltd",">4",250,"0"
15417,"71",0.884,"M","N","None","Graduate","STEM",">20","100-500","Pvt Ltd",">4",34,"0"
1222,"160",0.92,"F","Y","None","Graduate","Arts","3","1000-4999","Pvt Ltd","1",152,"0"
18358,"36",0.893,"M","N","None","Masters","STEM","8","100-500","Pvt Ltd","1",19,"0"
27440,"136",0.897,"M","Y","Full-Time","Graduate","STEM","4","10000+","Pvt Ltd","1",58,"0"
11027,"46",0.762,"M","Y","None","Graduate","STEM","7","50-99","Pvt Ltd","4",33,"0"
11274,"114",0.926,"F","Y","None","Masters","Humanities",">20","<10","Pvt Ltd",">4",24,"0"
10006,"103",0.92,"M","N","Full-Time","Graduate","STEM","10","1000-4999","Pvt Ltd","1",97,"1"
9446,"27",0.848,"M","Y","None","Graduate","STEM","6","50-99","Funded Startup","1",22,"0"
22290,"103",0.92,"M","Y","None","Graduate","STEM",">20","1000-4999","Pvt Ltd",">4",6,"0"
28257,"114",0.926,"M","Y","None","Graduate","STEM","9","10-49","Funded Startup",">4",9,"0"
3556,"65",0.802,"M","N","None","Phd","STEM","18","100-500","Public Sector",">4",52,"0"
23237,"142",0.727,"M","Y","None","Graduate","STEM","10","10-49","Pvt Ltd","3",218,"0"
8064,"45",0.89,"M","Y","None","Graduate","STEM","9","50-99","Pvt Ltd","1",17,"0"
32653,"16",0.91,"M","Y","None","Graduate","STEM","6","50-99","Public Sector","2",55,"0"
9113,"102",0.804,"M","Y","None","Graduate","STEM","8","100-500","Pvt Ltd","1",69,"0"
22728,"13",0.827,"M","Y","None","Masters","STEM","17","100-500","Pvt Ltd","1",64,"0"
23006,"160",0.92,"M","Y","None","Graduate","STEM",">20","<10","Pvt Ltd","4",51,"0"
30252,"103",0.92,"M","Y","None","Graduate","STEM",">20","1000-4999","Pvt Ltd","2",60,"0"
5471,"103",0.92,"M","N","None","Graduate","STEM",">20","500-999","Pvt Ltd",">4",25,"1"
32244,"61",0.913,"M","N","None","Masters","STEM",">20","10000+","Pvt Ltd","2",9,"0"
20962,"21",0.624,"M","Y","None","Masters","STEM",">20","100-500","Pvt Ltd","4",21,"1"
15046,"103",0.92,"M","Y","None","Graduate","STEM","20","50-99","Pvt Ltd","1",66,"0"
7661,"103",0.92,"M","N","None","Graduate","Business","7","100-500","Funded Startup","1",39,"0"
22631,"114",0.926,"M","N","Full-Time","Graduate","STEM","5","100-500","Pvt Ltd","1",94,"1"
30881,"114",0.926,"M","N","None","Masters","Humanities","8","<10","Early Stage Startup","1",133,"0"
17322,"16",0.91,"M","Y","None","Graduate","STEM","10","10000+","Pvt Ltd","4",176,"0"
8422,"103",0.92,"F","Y","None","Graduate","STEM","6","50-99","Other","1",148,"0"
1976,"11",0.55,"M","Y","None","Graduate","STEM","8","10-49","Other","1",37,"1"
8723,"103",0.92,"M","Y","None","Masters","STEM","13","500-999","Pvt Ltd",">4",38,"1"
15556,"64",0.666,"M","Y","None","Graduate","STEM","7","100-500","Pvt Ltd","1",126,"0"
23112,"103",0.92,"M","Y","None","Graduate","STEM",">20","100-500","Pvt Ltd","1",324,"0"
19063,"21",0.624,"M","Y","None","Graduate","STEM","3","100-500","Pvt Ltd","1",76,"1"
10649,"21",0.624,"M","Y","None","Masters","STEM","4","10-49","Pvt Ltd","1",41,"1"
18799,"114",0.926,"M","N","None","High School","None","2","10-49","Pvt Ltd","1",54,"0"
31706,"21",0.624,"M","Y","Full-Time","Graduate","STEM","7","50-99","Pvt Ltd","2",26,"1"
23643,"103",0.92,"M","N","Full-Time","Graduate","STEM","6","100-500","Public Sector","1",117,"1"
11241,"103",0.92,"M","Y","None","Graduate","STEM",">20","100-500","Pvt Ltd","3",9,"0"
26113,"114",0.926,"F","N","Full-Time","Graduate","STEM","15","100-500","Pvt Ltd","1",36,"1"
16253,"160",0.92,"M","N","None","Graduate","STEM","10","100-500","Pvt Ltd",">4",57,"0"
25838,"136",0.897,"M","N","Full-Time","Graduate","STEM","7","100-500","Pvt Ltd","never",34,"0"
14071,"114",0.926,"M","Y","Full-Time","High School","None","4","50-99","Pvt Ltd","2",47,"0"
22177,"103",0.92,"M","N","None","Masters","STEM",">20","500-999","Pvt Ltd","1",21,"0"
25917,"103",0.92,"F","Y","None","Graduate","None",">20","500-999","Pvt Ltd",">4",30,"1"
2581,"114",0.926,"F","Y","None","Graduate","STEM","15","<10","Pvt Ltd","1",12,"0"
653,"103",0.92,"M","Y","None","Graduate","STEM",">20","10000+","Pvt Ltd","3",157,"0"
27247,"28",0.939,"M","Y","None","High School","None","6","10-49","Pvt Ltd","1",134,"0"
1974,"21",0.624,"M","Y","Full-Time","Graduate","STEM","9","50-99","Pvt Ltd",">4",27,"1"
24922,"103",0.92,"M","Y","None","Graduate","STEM","4","<10","Early Stage Startup","1",45,"0"
3539,"160",0.92,"M","N","Full-Time","Graduate","STEM","8","100-500","Pvt Ltd","1",64,"1"
14549,"65",0.802,"M","Y","None","Graduate","STEM","5","<10","Funded Startup","2",11,"0"
16731,"103",0.92,"M","N","None","High School","None","3","50-99","Pvt Ltd","never",52,"0"
352,"16",0.91,"M","Y","None","Graduate","STEM","16","10-49","Pvt Ltd",">4",15,"0"
27433,"23",0.899,"M","N","Part-Time","High School","None","4","50-99","Pvt Ltd","1",14,"0"
21750,"100",0.887,"M","Y","None","Graduate","STEM","5","50-99","Pvt Ltd","1",68,"0"
15735,"103",0.92,"F","N","None","Masters","STEM","11","1000-4999","Public Sector",">4",50,"0"
4290,"57",0.866,"M","N","Part-Time","Masters","STEM",">20","100-500","Public Sector",">4",18,"0"
31223,"115",0.789,"F","N","Full-Time","Graduate","STEM","3","100-500","Pvt Ltd","never",16,"1"
22644,"21",0.624,"M","Y","Full-Time","Graduate","STEM","11","500-999","Pvt Ltd","3",53,"1"
21631,"16",0.91,"M","Y","None","Graduate","STEM","14","50-99","Public Sector","2",7,"0"
7796,"21",0.624,"M","N","Full-Time","Graduate","STEM","<1","50-99","Pvt Ltd","never",226,"1"
8450,"21",0.624,"M","N","None","Primary School","None","<1","50-99","Pvt Ltd","never",23,"1"
2085,"71",0.884,"M","Y","None","Masters","STEM","16","50-99","Funded Startup","2",98,"0"
19869,"67",0.855,"M","Y","None","Masters","STEM","16","10000+","Pvt Ltd","4",63,"0"
8533,"103",0.92,"M","Y","None","Graduate","STEM","15","100-500","Pvt Ltd",">4",23,"0"
29056,"115",0.789,"M","Y","Full-Time","Graduate","STEM","10","<10","Early Stage Startup","1",77,"1"
19476,"97",0.925,"M","Y","None","Masters","Humanities",">20","10000+","Pvt Ltd","1",40,"0"
5462,"21",0.624,"M","Y","None","Masters","Business","15","100-500","Pvt Ltd",">4",76,"0"
19693,"67",0.855,"M","Y","Full-Time","Phd","STEM","10","1000-4999","Public Sector","3",141,"0"
19411,"162",0.767,"M","Y","Part-Time","Masters","Humanities","15","1000-4999","Pvt Ltd","1",124,"1"
5929,"16",0.91,"M","Y","None","Masters","STEM","10","50-99","Pvt Ltd","4",56,"0"
2722,"149",0.689,"M","Y","Full-Time","High School","None","3","50-99","Pvt Ltd","never",99,"1"
26191,"65",0.802,"M","Y","None","Graduate","STEM","9","50-99","Pvt Ltd","1",48,"0"
20018,"16",0.91,"M","Y","None","Graduate","STEM","15","1000-4999","Pvt Ltd",">4",24,"0"
8003,"21",0.624,"M","Y","None","Graduate","STEM","8","100-500","Pvt Ltd",">4",92,"1"
28330,"16",0.91,"F","N","Full-Time","Graduate","STEM","5","100-500","Pvt Ltd","never",68,"0"
23074,"103",0.92,"F","Y","None","Graduate","Business",">20","1000-4999","Pvt Ltd","4",256,"0"
31923,"21",0.624,"M","Y","Full-Time","Graduate","STEM","2","50-99","Early Stage Startup","1",62,"1"
14371,"74",0.579,"M","Y","None","Graduate","STEM","14","100-500","Early Stage Startup","1",19,"1"
32637,"21",0.624,"M","N","Full-Time","Graduate","STEM","2","50-99","Pvt Ltd","never",98,"1"
4603,"21",0.624,"M","N","Full-Time","High School","None","1","50-99","Pvt Ltd","never",112,"1"
6478,"21",0.624,"M","N","None","Masters","STEM","16","500-999","Pvt Ltd","1",105,"0"
18240,"103",0.92,"M","Y","None","Graduate","STEM",">20","50-99","Pvt Ltd","1",130,"0"
4264,"103",0.92,"M","N","None","Phd","STEM",">20","500-999","Pvt Ltd",">4",24,"0"
33306,"50",0.896,"M","N","Full-Time","Masters","STEM","10","100-500","Pvt Ltd","4",34,"1"
27745,"103",0.92,"M","N","None","Graduate","STEM",">20","500-999","Pvt Ltd",">4",47,"1"
7864,"114",0.926,"M","Y","Part-Time","Graduate","Business","11","100-500","Pvt Ltd",">4",44,"0"
18955,"136",0.897,"M","Y","None","Masters","STEM","12","<10","Early Stage Startup","1",94,"0"
21912,"7",0.647,"M","Y","None","Masters","STEM","4","50-99","Pvt Ltd","never",59,"0"
4935,"103",0.92,"M","Y","None","Graduate","STEM",">20","100-500","Pvt Ltd","2",144,"1"
28800,"150",0.698,"M","N","None","Graduate","STEM","14","1000-4999","Public Sector","1",80,"0"
3426,"136",0.897,"M","Y","None","Masters","STEM","11","1000-4999","Pvt Ltd",">4",12,"0"
8385,"136",0.897,"M","N","Full-Time","High School","None","4","50-99","Pvt Ltd","1",150,"0"
22550,"21",0.624,"M","Y","None","Masters","STEM","5","1000-4999","Pvt Ltd","3",44,"1"
2191,"136",0.897,"M","Y","None","Masters","STEM","10","10-49","Early Stage Startup","1",53,"0"
981,"103",0.92,"M","Y","None","Graduate","STEM","12","10000+","Pvt Ltd","2",54,"0"
26626,"102",0.804,"M","Y","Part-Time","Graduate","STEM","8","10-49","Pvt Ltd","1",17,"0"
20495,"21",0.624,"M","N","None","High School","None","1","50-99","Pvt Ltd","never",138,"1"
11328,"128",0.527,"M","N","Part-Time","High School","None","1","50-99","Pvt Ltd","never",78,"1"
23380,"90",0.698,"M","N","None","Masters","STEM","8","50-99","Pvt Ltd","4",4,"0"
20379,"21",0.624,"M","Y","Part-Time","Graduate","STEM","3","10-49","Pvt Ltd","3",39,"0"
30941,"20",0.796,"M","N","Full-Time","High School","None","3","10-49","Pvt Ltd","1",12,"1"
22449,"165",0.903,"M","Y","None","Masters","STEM","6","50-99","Pvt Ltd","never",15,"0"
1030,"28",0.939,"M","Y","None","Phd","STEM",">20","10000+","Pvt Ltd",">4",164,"0"
20599,"21",0.624,"M","Y","None","Masters","STEM","8","1000-4999","Pvt Ltd","2",45,"0"
9249,"114",0.926,"M","Y","None","Graduate","STEM",">20","10-49","Pvt Ltd","2",90,"0"
18433,"136",0.897,"M","Y","None","Masters","STEM","6","1000-4999","Pvt Ltd","2",65,"0"
25017,"152",0.698,"M","Y","None","Graduate","STEM","19","500-999","Pvt Ltd","1",7,"0"
23703,"90",0.698,"M","N","Full-Time","Graduate","STEM","6","50-99","Pvt Ltd","1",31,"0"
13755,"73",0.754,"M","Y","None","Graduate","Other","3","50-99","Pvt Ltd","1",43,"1"
19566,"139",0.487,"M","N","None","Graduate","STEM","2","50-99","Pvt Ltd","1",96,"1"
21874,"21",0.624,"M","N","Full-Time","High School","None","1","50-99","Pvt Ltd","never",30,"1"
11256,"175",0.776,"M","Y","None","Graduate","STEM","19","1000-4999","Pvt Ltd",">4",81,"0"
1867,"21",0.624,"M","Y","None","Graduate","STEM","2","<10","Pvt Ltd","1",50,"1"
22017,"21",0.624,"M","N","Full-Time","High School","None","3","50-99","Pvt Ltd","never",72,"1"
1787,"21",0.624,"M","Y","None","Graduate","STEM","4","100-500","Pvt Ltd","2",17,"0"
30945,"21",0.624,"M","Y","None","Graduate","STEM","5","1000-4999","Pvt Ltd","1",28,"1"
2735,"100",0.887,"M","Y","None","Graduate","STEM","1","<10","Funded Startup","1",154,"0"
2027,"21",0.624,"M","N","None","Graduate","Other","<1","100-500","Pvt Ltd","1",167,"0"
11847,"45",0.89,"M","Y","None","Masters","STEM","12","50-99","Pvt Ltd","1",116,"0"
4921,"103",0.92,"M","N","None","High School","None","6","100-500","Pvt Ltd","never",28,"0"
24142,"7",0.647,"M","Y","None","High School","None","5","50-99","Pvt Ltd","2",38,"0"
9289,"21",0.624,"M","Y","None","Masters","STEM","8","10-49","Pvt Ltd","never",60,"1"
6156,"71",0.884,"M","N","Full-Time","High School","None","7","100-500","Pvt Ltd","never",110,"0"
17038,"160",0.92,"F","Y","None","Masters","STEM","20","5000-9999","Pvt Ltd","1",25,"0"
11788,"16",0.91,"M","Y","None","Graduate","STEM",">20","100-500","Pvt Ltd","1",52,"1"
6965,"21",0.624,"M","Y","None","Graduate","STEM","9","100-500","Pvt Ltd","1",68,"0"
33298,"44",0.725,"M","N","None","Masters","STEM",">20","<10","Pvt Ltd",">4",106,"0"
16973,"160",0.92,"M","Y","None","High School","None",">20","100-500","Pvt Ltd","2",18,"0"
26959,"67",0.855,"M","Y","None","Graduate","STEM","12","10000+","Pvt Ltd","2",266,"0"
7004,"71",0.884,"M","Y","None","Masters","Humanities","2","<10","Pvt Ltd","1",316,"0"
16223,"21",0.624,"M","Y","None","Graduate","Other","13","50-99","Pvt Ltd","4",136,"0"
20457,"115",0.789,"M","N","None","High School","None","2","50-99","Pvt Ltd","never",98,"0"
7110,"67",0.855,"M","Y","None","Masters","STEM","12","100-500","Pvt Ltd","2",10,"0"
2980,"50",0.896,"M","Y","None","Phd","STEM","11","100-500","Pvt Ltd","2",16,"0"
19169,"103",0.92,"M","Y","None","Graduate","STEM","12","10-49","Pvt Ltd",">4",142,"1"
10487,"89",0.925,"M","N","None","Graduate","STEM","10","500-999","Public Sector","1",32,"0"
16676,"67",0.855,"M","Y","None","Masters","STEM","6","1000-4999","Pvt Ltd","2",6,"1"
12354,"103",0.92,"M","N","Full-Time","Masters","STEM","7","100-500","Pvt Ltd","2",61,"0"
3023,"103",0.92,"M","Y","None","Graduate","STEM","3","1000-4999","Pvt Ltd","2",145,"0"
20201,"128",0.527,"M","N","Full-Time","High School","None","1","100-500","Pvt Ltd","never",80,"0"
24045,"11",0.55,"M","Y","None","Graduate","STEM","3","100-500","NGO","1",136,"1"
7441,"16",0.91,"M","Y","None","Masters","STEM",">20","5000-9999","Pvt Ltd","4",51,"0"
23010,"149",0.689,"M","N","None","High School","None","8","1000-4999","Pvt Ltd","1",102,"0"
19697,"21",0.624,"M","N","None","Graduate","STEM","<1","10000+","Pvt Ltd","1",25,"1"
4890,"78",0.579,"M","Y","None","Graduate","STEM","5","50-99","Pvt Ltd","never",31,"0"
29138,"103",0.92,"M","Y","None","Graduate","STEM",">20","10000+","Pvt Ltd","1",48,"0"
696,"142",0.727,"M","Y","None","Graduate","STEM","6","100-500","Pvt Ltd","1",23,"0"
18253,"36",0.893,"M","Y","None","Graduate","STEM","12","100-500","Pvt Ltd",">4",33,"0"
20763,"16",0.91,"M","Y","None","Graduate","STEM","8","5000-9999","Pvt Ltd",">4",24,"0"
16768,"100",0.887,"M","Y","None","Graduate","STEM","14","<10","Pvt Ltd",">4",36,"0"
31094,"138",0.836,"M","Y","Full-Time","Graduate","STEM","3","50-99","Pvt Ltd","2",11,"0"
2820,"67",0.855,"M","Y","None","Masters","STEM","9","100-500","Pvt Ltd","1",113,"0"
7422,"128",0.527,"M","Y","None","Graduate","STEM","8","100-500","Pvt Ltd","2",58,"1"
29791,"103",0.92,"F","Y","None","Masters","STEM",">20","<10","Pvt Ltd",">4",60,"0"
22105,"21",0.624,"M","Y","None","Graduate","STEM","9","100-500","Pvt Ltd","3",7,"0"
866,"103",0.92,"M","Y","None","Graduate","STEM","9","100-500","Pvt Ltd","2",22,"1"
28757,"103",0.92,"M","Y","None","Graduate","STEM","6","50-99","Pvt Ltd","1",79,"0"
12828,"114",0.926,"M","N","Part-Time","Masters","STEM","13","50-99","Public Sector","never",52,"0"
23027,"16",0.91,"M","Y","None","Graduate","Other","5","50-99","Pvt Ltd","1",29,"0"
22491,"115",0.789,"M","N","Full-Time","Graduate","STEM","2","50-99","Pvt Ltd","1",23,"1"
23932,"103",0.92,"F","Y","None","Graduate","STEM","12","1000-4999","Pvt Ltd","2",100,"0"
