"","enrollee_id","city","city_development_index","gender_M","gender_F","relevent_experience_Y","enrolled_university_None","enrolled_university_FullTime","education_level","major_discipline_Arts","major_discipline_Humanities","major_discipline_Business","major_discipline_STEM","major_discipline_Other","experience","company_size","company_type_FundedStartup","company_type_EarlyStageStartup","company_type_PvtLtd","company_type_PublicSector","company_type_NGO","last_new_job","training_hours","target"
"11754",7946,0.141592920353982,0.89,1,0,1,1,0,3,0,0,0,1,0,21,3,0,0,0,0,0,5,6,0
"11755",29862,0.234803337306317,0.92,1,0,1,0,0,2,0,0,0,1,0,7,2,0,0,0,0,1,2,74,0
"11756",22485,0.0918367346938776,0.913,1,0,1,1,0,2,0,0,0,1,0,10,3,0,0,1,0,0,1,46,0
"11757",3033,0.132558139534884,0.855,1,0,1,0,1,3,0,0,0,1,0,12,3,0,0,1,0,0,2,91,0
"11758",18016,0.100226073850791,0.926,1,0,1,1,0,2,0,0,0,1,0,6,5,0,0,1,0,0,1,6,0
"11759",22666,0.117259552042161,0.91,1,0,1,1,0,2,0,1,0,0,0,7,1,0,0,1,0,0,1,8,0
"11760",19643,0.307291666666667,0.698,1,0,1,0,0,1,0,0,0,0,0,6,2,0,0,1,0,0,1,58,1
"11761",1865,0.59053343350864,0.624,0,1,1,1,0,3,0,0,0,1,0,8,4,0,0,1,0,0,1,92,0
"11762",29089,0.214401481824496,0.92,1,0,1,1,0,3,0,0,0,1,0,9,5,0,0,1,0,0,4,24,1
"11763",30880,0.59053343350864,0.624,1,0,0,1,0,2,0,0,0,1,0,0,7,0,0,1,0,0,1,7,0
"11764",29162,0.264285714285714,0.754,1,0,1,0,1,2,0,0,0,1,0,12,2,0,0,1,0,0,1,91,1
"11765",3633,0.214401481824496,0.92,1,0,1,0,0,2,0,0,0,1,0,11,7,0,0,1,0,0,2,174,0
"11766",27492,0.100226073850791,0.926,1,0,1,1,0,2,0,0,0,1,0,14,1,0,0,1,0,0,0,202,0
"11767",15785,0.214401481824496,0.92,0,1,1,1,0,2,1,0,0,0,0,14,1,0,0,1,0,0,1,112,1
"11768",29836,0.269230769230769,0.738,1,0,0,0,1,2,0,0,0,1,0,2,2,0,0,0,0,0,0,18,0
"11769",4714,0.132558139534884,0.855,1,0,1,1,0,3,0,0,0,1,0,16,2,0,0,0,0,0,1,53,0
"11770",13961,0.214285714285714,0.776,1,0,1,1,0,2,0,0,0,1,0,10,0,0,0,0,0,0,1,53,0
"11771",25210,0.100226073850791,0.926,1,0,0,0,0,1,0,0,0,0,0,4,7,0,0,1,0,0,2,5,0
"11772",23909,0.107913669064748,0.896,1,0,1,1,0,2,0,0,0,1,0,12,2,0,0,1,0,0,5,7,0
"11773",32773,0.214401481824496,0.92,1,0,0,1,0,2,0,0,0,1,0,15,3,1,0,0,0,0,1,182,0
"11774",12254,0.102310231023102,0.939,1,0,1,1,0,1,0,0,0,0,0,10,7,0,0,1,0,0,2,33,0
"11775",24237,0.0918367346938776,0.913,1,0,1,1,0,2,0,0,0,1,0,10,1,0,0,0,0,0,1,56,0
"11776",3623,0.117259552042161,0.91,1,0,1,1,0,2,0,0,0,1,0,21,5,0,0,1,0,0,1,56,0
"11777",28551,0.214401481824496,0.92,1,0,1,1,0,2,1,0,0,0,0,20,2,0,0,0,0,0,4,58,1
"11778",10527,0.59053343350864,0.624,1,0,1,0,1,2,0,0,0,1,0,2,0,0,0,0,1,0,1,138,0
"11779",10377,0.573333333333333,0.558,1,0,1,0,1,3,0,0,0,1,0,18,2,0,0,1,0,0,1,170,1
"11780",24972,0.235294117647059,0.887,1,0,0,1,0,1,0,0,0,0,0,2,3,0,0,1,0,0,0,214,0
"11781",24921,0.078125,0.939,1,0,1,1,0,2,0,0,0,1,0,16,3,0,0,1,0,0,5,63,0
"11782",29875,0.117259552042161,0.91,1,0,1,1,0,1,0,0,0,0,0,6,2,0,0,1,0,0,1,36,0
"11783",32762,0.214401481824496,0.92,1,0,0,1,0,2,0,0,0,1,0,17,3,0,0,0,0,0,1,117,1
"11784",13507,0.117259552042161,0.91,0,0,1,1,0,2,0,0,0,1,0,8,2,0,0,0,0,0,1,13,0
"11785",19095,0.107913669064748,0.896,1,0,1,1,0,1,0,0,0,0,0,3,1,1,0,0,0,0,1,28,0
"11786",32452,0.234803337306317,0.92,1,0,1,1,0,2,0,0,0,1,0,10,2,0,0,0,0,0,1,68,0
"11787",27962,0.117259552042161,0.91,0,1,1,1,0,3,0,0,0,1,0,5,3,1,0,0,0,0,1,26,0
"11788",14819,0.208333333333333,0.698,1,0,1,1,0,1,0,0,0,0,0,4,3,0,0,1,0,0,2,45,1
"11789",22971,0.105902777777778,0.897,1,0,0,0,1,3,0,0,0,1,0,1,3,0,0,0,1,0,0,61,1
"11790",22142,0.586776859504132,0.55,1,0,0,0,1,2,0,0,0,1,0,2,2,0,0,0,0,0,1,144,1
"11791",10582,0.0822784810126582,0.893,1,0,0,1,0,1,0,0,0,0,0,3,2,0,0,1,0,0,0,44,0
"11792",17808,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,11,2,0,0,0,0,0,5,42,1
"11793",20669,0.100226073850791,0.926,0,1,1,1,0,3,0,0,0,1,0,11,2,0,0,1,0,0,2,8,0
"11794",11699,0.234803337306317,0.92,0,1,1,1,0,2,0,0,0,1,0,21,3,0,0,1,0,0,5,58,0
"11795",26168,0.59053343350864,0.624,1,0,1,1,0,2,0,0,0,1,0,9,3,1,0,0,0,0,1,9,1
"11796",19027,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,16,3,0,0,1,0,0,1,37,0
"11797",24015,0.586776859504132,0.55,1,0,0,0,1,1,0,0,0,0,0,5,2,0,0,1,0,0,0,4,1
"11798",33299,0.0945945945945946,0.924,1,0,1,1,0,3,0,0,0,1,0,21,5,0,0,1,0,0,1,149,0
"11799",1446,0.128712871287129,0.866,1,0,1,1,0,2,0,0,0,1,0,18,2,0,0,1,0,0,5,31,0
"11800",22901,0.204545454545455,0.827,1,0,1,1,0,3,0,0,0,1,0,21,1,0,1,0,0,0,4,210,0
"11801",8908,0.234803337306317,0.92,1,0,0,0,1,3,0,0,0,1,0,14,3,0,0,0,0,0,4,36,0
"11802",11618,0.59053343350864,0.624,1,0,1,0,1,3,0,0,0,1,0,5,2,0,0,1,0,0,2,52,0
"11803",31918,0.107142857142857,0.895,1,0,1,1,0,2,0,0,0,1,0,11,0,0,0,1,0,0,1,80,0
"11804",5463,0.59053343350864,0.624,1,0,1,1,0,3,0,0,0,1,0,8,7,0,0,1,0,0,1,36,1
"11805",29063,0.078125,0.939,1,0,1,1,0,2,0,0,0,1,0,16,1,0,0,1,0,0,1,25,0
"11806",22884,0.0918367346938776,0.913,1,0,1,1,0,2,0,0,0,1,0,11,7,0,0,1,0,0,1,64,0
"11807",28373,0.214401481824496,0.92,1,0,0,0,1,2,0,0,0,1,0,2,2,0,0,0,0,0,1,32,0
"11808",22425,0.105902777777778,0.897,1,0,1,1,0,3,0,0,0,1,0,21,3,0,0,0,0,0,1,23,0
"11809",14384,0.307291666666667,0.698,1,0,1,1,0,2,0,0,0,1,0,2,2,0,0,1,0,0,1,112,1
"11810",22924,0.214285714285714,0.776,1,0,0,0,1,2,0,0,0,1,0,3,3,0,0,1,0,0,1,41,0
"11811",26244,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,21,7,0,0,1,0,0,5,49,0
"11812",20036,0.117259552042161,0.91,1,0,1,1,0,2,1,0,0,0,0,7,2,0,0,1,0,0,4,26,0
"11813",9107,0.173228346456693,0.743,1,0,1,1,0,3,0,0,0,1,0,21,3,0,0,1,0,0,5,30,0
"11814",4815,0.128712871287129,0.866,1,0,0,0,1,1,0,0,0,0,0,4,2,0,0,1,0,0,0,122,0
"11815",10163,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,21,1,0,1,0,0,0,4,212,0
"11816",22220,0.234803337306317,0.92,1,0,1,1,0,2,0,0,0,1,0,12,2,0,0,1,0,0,5,192,0
"11817",18487,0.102310231023102,0.939,1,0,0,1,0,0,0,0,0,0,0,8,3,0,0,1,0,0,0,56,0
"11818",16013,0.214401481824496,0.92,1,0,0,0,1,2,0,0,0,1,0,6,7,0,0,0,1,0,1,42,0
"11819",12882,0.173333333333333,0.804,1,0,1,1,0,3,0,0,0,1,0,11,2,0,0,1,0,0,1,11,0
"11820",4306,0.208333333333333,0.698,1,0,1,1,0,2,0,0,0,1,0,21,2,0,0,0,0,0,1,50,0
"11821",21234,0.117259552042161,0.91,1,0,1,1,0,3,0,0,0,1,0,10,2,0,0,1,0,0,2,24,0
"11822",26607,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,3,3,0,0,1,0,0,2,76,0
"11823",13486,0.100226073850791,0.926,1,0,1,0,0,3,0,0,0,0,1,19,2,0,0,1,0,0,2,4,0
"11824",2844,0.115384615384615,0.794,1,0,1,1,0,2,0,0,0,0,0,11,3,0,0,0,0,1,1,242,0
"11825",15097,0.100226073850791,0.926,1,0,1,1,0,3,0,0,0,1,0,14,2,1,0,0,0,0,1,52,0
"11826",16844,0.234803337306317,0.92,1,0,1,1,0,2,0,0,0,1,0,21,3,0,0,1,0,0,5,20,0
"11827",21609,0.586776859504132,0.55,1,0,1,1,0,2,0,0,0,1,0,8,2,0,0,1,0,0,1,196,1
"11828",25094,0.586776859504132,0.55,1,0,1,0,0,2,0,0,0,1,0,6,2,0,0,1,0,0,2,16,1
"11829",17403,0.284552845528455,0.767,1,0,1,1,0,2,0,0,0,1,0,6,2,0,0,1,0,0,1,46,0
"11830",24262,0.482758620689655,0.579,1,0,0,0,1,2,0,1,0,0,0,0,3,0,0,0,0,0,5,18,0
"11831",6196,0.214401481824496,0.92,1,0,1,0,1,2,0,0,0,1,0,2,3,0,0,1,0,0,1,163,0
"11832",30125,0.100226073850791,0.926,1,0,0,0,0,3,0,0,0,1,0,21,5,0,0,0,0,1,1,20,0
"11833",13587,0.100226073850791,0.926,1,0,0,1,0,2,0,0,0,1,0,1,2,0,0,1,0,0,1,35,0
"11834",30622,0.56043956043956,0.527,1,0,1,1,0,2,0,0,0,1,0,5,1,0,0,1,0,0,2,66,1
"11835",9877,0.214401481824496,0.92,1,0,1,1,0,2,0,0,1,0,0,21,7,0,0,1,0,0,5,51,0
"11836",12024,0.132558139534884,0.855,1,0,0,1,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,65,0
"11837",141,0.132558139534884,0.855,1,0,1,1,0,3,0,0,0,1,0,8,6,0,0,1,0,0,2,10,0
"11838",22747,0.105902777777778,0.897,0,1,0,1,0,3,0,0,0,1,0,5,3,1,0,0,0,0,0,15,1
"11839",19490,0.59053343350864,0.624,1,0,1,1,0,2,0,0,0,1,0,9,0,1,0,0,0,0,4,50,1
"11840",8137,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,13,2,0,0,1,0,0,1,194,0
"11841",23581,0.214401481824496,0.92,1,0,1,0,0,2,0,0,0,1,0,3,2,0,0,1,0,0,2,7,0
"11842",31844,0.234803337306317,0.92,1,0,1,0,1,2,0,0,0,1,0,3,5,0,0,1,0,0,1,29,1
"11843",29021,0.0792079207920792,0.925,1,0,1,1,0,2,0,0,0,1,0,5,2,0,0,1,0,0,1,21,0
"11844",5473,0.132558139534884,0.855,1,0,1,0,0,3,0,0,0,1,0,20,3,0,0,1,0,0,2,308,0
"11845",20194,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,2,4,0,0,1,0,0,1,72,0
"11846",6718,0.0945945945945946,0.924,1,0,1,1,0,2,0,0,0,1,0,21,1,0,0,1,0,0,1,21,0
"11847",29403,0.117259552042161,0.91,1,0,1,1,0,3,0,0,0,1,0,21,5,0,0,0,0,1,5,73,0
"11848",28538,0.214401481824496,0.92,0,1,1,1,0,2,0,0,0,1,0,21,6,0,0,1,0,0,5,51,1
"11849",21200,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,21,5,0,0,1,0,0,5,8,0
"11850",29186,0.214401481824496,0.92,1,0,1,1,0,3,0,0,0,1,0,16,2,0,1,0,0,0,1,73,0
"11851",10134,0.214401481824496,0.92,1,0,0,1,0,2,0,0,0,1,0,15,5,0,0,1,0,0,1,16,0
"11852",6140,0.59053343350864,0.624,1,0,1,1,0,2,0,0,0,0,1,3,2,0,0,1,0,0,1,13,1
"11853",7579,0.214401481824496,0.92,1,0,1,1,0,4,0,0,0,1,0,14,2,1,0,0,0,0,1,4,0
"11854",23135,0.214401481824496,0.92,1,0,1,1,0,2,0,0,1,0,0,7,3,1,0,0,0,0,1,16,0
"11855",14312,0.275590551181102,0.762,1,0,1,1,0,2,0,0,0,1,0,7,2,0,0,0,0,0,5,113,0
"11856",18947,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,21,6,0,0,1,0,0,1,8,0
"11857",25374,0.214401481824496,0.92,1,0,0,1,0,2,0,0,0,1,0,9,3,0,0,1,0,0,5,25,0
"11858",14693,0.152173913043478,0.843,0,1,1,1,0,2,0,0,0,1,0,6,7,0,0,1,0,0,1,70,0
"11859",24809,0.214401481824496,0.92,1,0,0,0,1,2,0,0,0,1,0,3,1,0,0,0,1,0,1,51,1
"11860",26101,0.214401481824496,0.92,1,0,1,1,0,1,0,0,0,0,0,18,7,0,0,1,0,0,2,25,0
"11861",27475,0.234803337306317,0.92,1,0,1,1,0,2,0,0,0,1,0,21,2,0,0,0,0,0,2,90,1
"11862",8693,0.115384615384615,0.794,1,0,1,1,0,3,0,0,1,0,0,18,3,0,0,0,0,0,1,50,0
"11863",30520,0.234803337306317,0.92,1,0,1,1,0,2,0,0,0,1,0,6,4,0,0,0,1,0,2,130,0
"11864",27957,0.0893854748603352,0.899,1,0,0,1,0,2,0,0,0,1,0,9,5,0,0,1,0,0,1,41,0
"11865",29845,0.59053343350864,0.624,0,0,1,1,0,3,0,0,0,1,0,8,3,0,0,1,0,0,1,104,0
"11866",20320,0.214401481824496,0.92,1,0,0,1,0,2,0,0,0,1,0,21,3,0,0,0,0,0,1,11,0
"11867",28367,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,16,2,0,0,0,0,0,1,25,1
"11868",32145,0.214401481824496,0.92,1,0,1,1,0,2,1,0,0,0,0,16,0,0,0,1,0,0,5,36,0
"11869",22438,0.215189873417722,0.903,1,0,0,1,0,2,0,0,1,0,0,4,7,0,0,1,0,0,1,200,0
"11870",19000,0.100226073850791,0.926,1,0,1,1,0,2,0,0,0,1,0,14,2,0,0,1,0,0,5,17,0
"11871",29364,0.238805970149254,0.925,1,0,1,1,0,2,0,0,0,1,0,14,2,0,0,0,0,0,1,11,1
"11872",8544,0.59053343350864,0.624,1,0,1,1,0,2,0,0,0,1,0,9,1,0,1,0,0,0,1,6,1
"11873",31725,0.132558139534884,0.855,0,1,1,1,0,2,0,0,0,1,0,4,0,0,0,1,0,0,1,5,0
"11874",7977,0.132558139534884,0.855,1,0,1,0,0,2,0,0,0,1,0,10,1,0,0,0,0,0,2,298,0
"11875",15491,0.117259552042161,0.91,1,0,1,1,0,2,0,0,0,1,0,21,4,1,0,0,0,0,2,23,0
"11876",1024,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,4,3,0,0,1,0,0,4,9,0
"11877",23782,0.100226073850791,0.926,1,0,0,0,1,1,0,0,0,0,0,11,2,0,0,0,0,0,1,48,0
"11878",15787,0.0945945945945946,0.924,1,0,0,0,1,2,0,0,0,1,0,4,3,0,0,0,0,0,1,43,1
"11879",15921,0.105902777777778,0.897,1,0,1,1,0,3,0,0,0,1,0,21,3,0,0,1,0,0,5,30,0
"11880",26686,0.117259552042161,0.91,1,0,1,1,0,2,0,0,0,1,0,7,3,0,0,1,0,0,1,77,0
"11881",30873,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,13,1,1,0,0,0,0,1,157,0
"11882",15311,0.159574468085106,0.915,1,0,0,0,1,1,0,0,0,0,0,7,3,0,0,1,0,0,0,138,1
"11883",31789,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,13,6,0,0,1,0,0,5,11,0
"11884",20374,0.214401481824496,0.92,0,1,1,1,0,2,0,0,0,1,0,9,2,0,0,1,0,0,4,56,0
"11885",25390,0.478260869565217,0.479,1,0,0,0,1,2,0,0,0,1,0,3,2,0,0,1,0,0,0,23,1
"11886",22867,0.586776859504132,0.55,0,1,1,1,0,3,0,0,0,1,0,9,3,0,0,1,0,0,5,18,0
"11887",6024,0.117259552042161,0.91,1,0,1,1,0,2,0,0,0,1,0,21,2,0,0,1,0,0,0,110,1
"11888",33206,0.117259552042161,0.91,0,1,1,1,0,2,0,0,0,1,0,21,3,0,0,1,0,0,3,55,0
"11889",17676,0.117259552042161,0.91,0,1,1,1,0,3,0,1,0,0,0,4,2,0,0,1,0,0,2,25,0
"11890",9339,0.285714285714286,0.698,1,0,1,1,0,2,0,0,0,1,0,3,2,0,0,0,0,0,3,57,0
"11891",20616,0.284552845528455,0.767,0,1,1,1,0,3,0,0,0,1,0,17,3,0,0,1,0,0,3,10,1
"11892",6755,0.59053343350864,0.624,1,0,1,0,1,2,0,0,0,1,0,5,2,0,0,1,0,0,3,51,1
"11893",24361,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,10,3,0,0,1,0,0,5,109,0
"11894",26923,0.117259552042161,0.91,1,0,1,1,0,2,0,0,0,1,0,11,7,0,0,1,0,0,5,51,1
"11895",8045,0.59053343350864,0.624,1,0,1,0,1,3,0,0,0,1,0,3,0,0,0,1,0,0,1,129,1
"11896",12920,0.214401481824496,0.92,1,0,1,1,0,3,0,0,0,0,1,21,7,0,0,1,0,0,5,70,0
"11897",11666,0.132558139534884,0.855,1,0,0,0,1,1,0,0,0,0,0,8,1,0,0,1,0,0,1,18,0
"11898",28166,0.117259552042161,0.91,1,0,1,1,0,2,0,0,0,1,0,21,2,0,1,0,0,0,5,25,0
"11899",32928,0.117259552042161,0.91,0,1,0,1,0,2,0,0,0,1,0,9,1,0,0,1,0,0,1,28,1
"11900",16576,0.204545454545455,0.827,1,0,0,0,0,2,0,0,0,1,0,2,1,0,0,1,0,0,1,246,0
"11901",29896,0.214401481824496,0.92,0,1,0,1,0,4,0,0,0,1,0,14,5,0,0,0,0,1,1,55,0
"11902",10921,0.214401481824496,0.92,0,1,1,1,0,2,0,0,0,1,0,10,1,0,0,1,0,0,4,22,1
"11903",23071,0.115384615384615,0.847,1,0,1,1,0,3,0,0,0,1,0,10,2,0,0,1,0,0,1,67,0
"11904",20016,0.117259552042161,0.91,1,0,0,1,0,2,0,0,0,1,0,21,4,0,0,1,0,0,2,68,0
"11905",7154,0.117259552042161,0.91,1,0,1,1,0,3,0,0,0,1,0,7,2,0,0,0,0,0,1,53,0
"11906",24112,0.59053343350864,0.624,1,0,1,1,0,2,0,0,0,1,0,21,2,0,0,1,0,0,5,104,0
"11907",30290,0.307291666666667,0.698,1,0,1,1,0,2,0,0,0,1,0,15,2,0,0,0,0,0,2,102,1
"11908",14193,0.173333333333333,0.804,0,1,1,1,0,2,0,0,0,1,0,0,2,0,0,1,0,0,2,11,1
"11909",25260,0.214401481824496,0.92,0,1,1,1,0,3,0,1,0,0,0,21,3,0,0,0,1,0,5,38,0
"11910",12517,0.14828897338403,0.884,1,0,1,1,0,2,0,0,0,1,0,21,3,0,0,0,0,0,5,53,0
"11911",14050,0.59053343350864,0.624,1,0,1,1,0,2,0,0,0,1,0,12,4,1,0,0,0,0,2,3,1
"11912",10283,0.288461538461538,0.727,1,0,0,0,0,3,0,0,0,1,0,5,4,0,0,0,1,0,1,17,0
"11913",23221,0.214401481824496,0.92,1,0,0,1,0,2,0,0,0,1,0,21,3,0,0,0,0,0,2,70,0
"11914",17731,0.032258064516129,0.83,1,0,1,0,1,2,0,0,0,1,0,14,3,0,0,1,0,0,1,136,0
"11915",4793,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,12,2,0,0,1,0,0,1,30,0
"11916",5726,0.132558139534884,0.855,1,0,1,1,0,2,0,0,0,1,0,16,2,0,0,0,0,0,1,32,0
"11917",32770,0.59053343350864,0.624,1,0,0,1,0,2,0,0,0,1,0,1,3,0,0,1,0,0,0,56,1
"11918",11576,0.214401481824496,0.92,1,0,0,0,1,2,0,0,0,1,0,3,0,0,1,0,0,0,1,8,0
"11919",4771,0.115384615384615,0.794,1,0,1,1,0,2,0,0,0,1,0,5,1,0,0,0,0,0,3,6,0
"11920",18465,0.105902777777778,0.897,1,0,1,1,0,3,0,0,0,1,0,8,2,0,0,1,0,0,1,133,0
"11921",33229,0.100226073850791,0.926,0,1,1,1,0,3,0,1,0,0,0,9,3,0,0,1,0,0,1,44,0
"11922",11123,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,4,2,1,0,0,0,0,1,26,0
"11923",32142,0.284552845528455,0.767,1,0,1,1,0,2,0,0,0,1,0,19,3,0,0,0,1,0,1,12,0
"11924",20559,0.0945945945945946,0.924,1,0,0,0,1,1,0,0,0,0,0,4,2,0,0,1,0,0,2,13,0
"11925",30950,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,21,3,0,0,1,0,0,2,6,0
"11926",18510,0.59053343350864,0.624,1,0,1,1,0,3,0,0,0,1,0,10,7,0,0,1,0,0,1,135,1
"11927",30839,0.105902777777778,0.897,1,0,1,1,0,2,0,0,0,1,0,21,1,0,0,1,0,0,5,23,0
"11928",13808,0.204545454545455,0.827,1,0,1,1,0,1,0,0,0,0,0,3,0,0,1,0,0,0,1,9,0
"11929",28825,0.59053343350864,0.624,1,0,1,0,1,2,0,0,0,1,0,8,6,0,0,1,0,0,1,18,1
"11930",25875,0.52,0.579,1,0,1,1,0,2,0,0,0,1,0,6,3,0,0,1,0,0,2,17,0
"11931",5014,0.214401481824496,0.92,1,0,0,1,0,1,0,0,0,0,0,6,2,0,0,1,0,0,1,78,0
"11932",12672,0.100226073850791,0.926,1,0,1,1,0,1,0,0,0,0,0,17,1,0,0,1,0,0,2,138,0
"11933",18041,0.2,0.742,1,0,1,1,0,2,0,0,0,1,0,7,2,0,0,1,0,0,1,127,0
"11934",17767,0.307291666666667,0.698,1,0,1,1,0,2,0,0,0,1,0,10,2,0,0,1,0,0,1,26,0
"11935",25434,0.117259552042161,0.91,1,0,1,1,0,1,0,0,0,0,0,19,3,0,0,1,0,0,1,17,1
"11936",11868,0.12751677852349,0.878,1,0,1,1,0,3,0,0,0,1,0,17,7,0,0,1,0,0,3,12,0
"11937",16131,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,21,7,0,0,1,0,0,5,90,0
"11938",24474,0.0893854748603352,0.899,1,0,1,1,0,1,0,0,0,0,0,2,2,1,0,0,0,0,1,4,0
"11939",20121,0.100226073850791,0.926,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,57,1
"11940",30997,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,11,6,0,0,0,0,0,5,80,0
"11941",7345,0.107913669064748,0.896,1,0,0,0,1,1,0,0,0,0,0,4,3,0,0,1,0,0,0,188,0
"11942",24055,0.22680412371134,0.689,1,0,1,0,1,2,0,0,0,1,0,1,2,0,0,1,0,0,1,18,1
"11943",6265,0.132558139534884,0.855,1,0,1,1,0,2,0,0,0,1,0,8,1,0,1,0,0,0,1,101,0
"11944",9729,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,21,7,0,0,1,0,0,4,18,0
"11945",19391,0.38135593220339,0.682,0,1,1,0,1,2,0,0,0,1,0,4,2,0,0,1,0,0,3,82,1
"11946",25946,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,16,3,0,0,1,0,0,3,80,0
"11947",21803,0.100226073850791,0.926,1,0,0,0,1,1,0,0,0,0,0,2,3,0,0,1,0,0,1,120,0
"11948",22688,0.56043956043956,0.527,1,0,0,0,1,2,0,0,0,1,0,0,2,0,0,1,0,0,1,18,0
"11949",11609,0.173333333333333,0.804,1,0,0,0,1,2,0,0,0,1,0,6,3,0,0,0,0,0,1,33,1
"11950",388,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,21,7,0,0,1,0,0,5,101,0
"11951",13729,0.587301587301587,0.555,1,0,0,0,1,2,0,0,0,1,0,3,2,0,0,0,0,0,2,3,1
"11952",8551,0.214401481824496,0.92,0,1,0,1,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,182,0
"11953",30852,0.10126582278481,0.949,1,0,0,1,0,1,0,0,0,0,0,7,3,0,0,1,0,0,5,288,0
"11954",3576,0.117259552042161,0.91,0,1,1,1,0,3,0,0,0,1,0,0,7,0,0,1,0,0,1,52,0
"11955",27472,0.384615384615385,0.698,1,0,1,1,0,2,0,0,0,1,0,4,2,0,0,1,0,0,1,92,1
"11956",26934,0.100226073850791,0.926,1,0,1,0,0,2,0,0,0,1,0,9,0,1,0,0,0,0,1,67,0
"11957",32325,0.390243902439024,0.74,1,0,0,0,1,2,0,0,0,1,0,5,3,0,0,0,0,0,0,17,1
"11958",21860,0.0945945945945946,0.924,1,0,1,1,0,1,0,0,0,0,0,21,3,0,0,0,0,0,5,6,0
"11959",911,0.264285714285714,0.754,1,0,1,1,0,2,0,0,0,1,0,12,1,0,0,1,0,0,1,37,1
"11960",30107,0.333333333333333,0.722,1,0,0,0,0,2,0,0,0,1,0,3,3,0,0,1,0,0,1,55,0
"11961",19619,0.2,0.865,1,0,1,0,1,2,0,0,0,1,0,4,7,0,0,1,0,0,1,121,0
"11962",3642,0.785714285714286,0.556,1,0,1,1,0,2,0,0,0,1,0,3,2,0,0,1,0,0,1,4,1
"11963",2943,0.128712871287129,0.866,0,0,0,0,1,1,0,0,0,0,0,1,3,0,0,1,0,0,0,37,0
"11964",32885,0.234803337306317,0.92,1,0,1,1,0,2,0,0,0,1,0,12,1,0,0,1,0,0,2,7,0
"11965",27406,0.214401481824496,0.92,0,1,0,1,0,3,0,0,0,1,0,12,7,0,0,1,0,0,1,50,0
"11966",14913,0.100226073850791,0.926,0,1,1,0,0,2,0,0,0,1,0,4,1,1,0,0,0,0,2,214,0
"11967",16485,0.59053343350864,0.624,1,0,1,1,0,3,0,0,0,1,0,1,2,0,0,1,0,0,1,34,0
"11968",15812,0.105902777777778,0.897,1,0,1,1,0,2,0,0,0,1,0,10,3,0,0,1,0,0,5,25,0
"11969",14059,0.214401481824496,0.92,1,0,1,1,0,2,0,0,0,1,0,5,2,1,0,0,0,0,1,66,0
"11970",22215,0.307692307692308,0.74,1,0,1,1,0,2,0,0,0,1,0,10,1,0,0,1,0,0,1,9,1
"11971",12739,0.160839160839161,0.923,1,0,0,0,1,1,0,0,0,0,0,7,2,0,0,1,0,0,0,108,0
"11972",32384,0.264285714285714,0.754,1,0,0,1,0,2,0,0,0,1,0,3,7,0,0,1,0,0,1,96,0
"11973",28707,0.59053343350864,0.624,1,0,0,0,1,2,0,0,0,1,0,3,3,0,0,0,1,0,1,14,0
"11974",10374,0.284552845528455,0.767,1,0,1,1,0,1,0,0,0,0,0,12,2,0,0,1,0,0,1,68,0
"11975",28952,0.214401481824496,0.92,1,0,0,0,0,2,0,0,0,1,0,3,3,0,0,1,0,0,1,12,1
"11976",21142,0.159574468085106,0.915,1,0,1,1,0,2,0,0,0,1,0,9,2,0,0,1,0,0,2,55,0
"11977",33099,0.0822784810126582,0.893,0,0,1,1,0,2,0,0,0,1,0,13,5,0,0,1,0,0,4,11,0
"11978",8130,0.117259552042161,0.91,1,0,1,1,0,2,0,0,0,1,0,11,3,0,0,1,0,0,2,31,0
"11979",32813,0.12751677852349,0.878,1,0,0,0,1,2,0,1,0,0,0,2,5,0,0,1,0,0,1,17,0
