"","enrollee_id","city","city_development_index","gender","relevent_experience","enrolled_university","education_level","major_discipline","experience","company_size","company_type","last_new_job","training_hours","target"
"9288",14489,"136",0.897,"M","Y","None","Masters","STEM","9","10000+","Pvt Ltd","1",72,"0"
"9289",23011,"103",0.92,NA,"Y","None","Graduate","STEM","12","50-99","Pvt Ltd","1",58,"0"
"9290",13029,"160",0.92,"M","Y","None","Graduate","STEM","10","100-500","Pvt Ltd","4",117,"0"
"9291",17815,"16",0.91,NA,"Y","None",NA,NA,">20","<10","Pvt Ltd","2",163,"1"
"9292",19877,"114",0.926,"M","Y","None","Graduate","STEM","15","500-999","Pvt Ltd","1",28,"0"
"9293",24603,"16",0.91,"M","N","None","High School","None","4",NA,NA,"1",24,"0"
"9294",20209,"16",0.91,"M","Y","Full-Time","Graduate","STEM","6","<10","Pvt Ltd","2",151,"0"
"9295",4043,"103",0.92,"M","Y","None","Graduate","STEM","3","1000-4999","Pvt Ltd","3",26,"0"
"9296",32063,"114",0.926,"M","Y","None","High School","None",">20","100-500","Pvt Ltd",">4",18,"0"
"9297",23743,"21",0.624,"M","N","Full-Time","High School","None","2",NA,NA,"1",94,"0"
"9298",25335,"103",0.92,"M","Y","None","Primary School","None",">20","10000+","Pvt Ltd","1",102,"0"
"9299",5264,"100",0.887,"M","N","None","High School","None","3",NA,NA,"never",96,"0"
"9300",12618,"11",0.55,"M","Y","None","Graduate","STEM","6","50-99","Pvt Ltd","1",10,"0"
"9301",16066,"103",0.92,NA,"Y","None","Graduate","STEM","15","50-99","Pvt Ltd","1",35,"0"
"9302",12911,"173",0.878,"M","Y","Full-Time","High School","None","14","1000-4999","Pvt Ltd","2",61,"0"
"9303",27378,"16",0.91,"M","N","None","Primary School","None","3",NA,NA,"never",48,"0"
"9304",20049,"103",0.92,"M","Y","None","Graduate","STEM","8","100-500","Pvt Ltd",">4",106,"0"
"9305",5848,"102",0.804,"M","Y","None","Phd","STEM","<1","100-500","Pvt Ltd","2",248,"1"
"9306",9225,"16",0.91,NA,"Y","None","Graduate","Arts",">20",NA,NA,"1",31,"0"
"9307",20982,"83",0.923,"M","Y","None","Graduate","STEM","4","10-49","Pvt Ltd","1",35,"0"
"9308",15854,"16",0.91,"M","Y","None","Graduate","STEM","8",NA,NA,">4",118,"0"
"9309",564,"21",0.624,"M","Y","None","Graduate","STEM","7","<10","Early Stage Startup","1",111,"1"
"9310",26610,"103",0.92,"M","Y","None","Graduate","STEM",">20","1000-4999","Pvt Ltd","4",104,"0"
"9311",33,"73",0.754,"M","Y","None","Graduate","STEM","4","1000-4999","Pvt Ltd","2",24,"0"
"9312",28424,"103",0.92,"M","Y","None","Graduate","STEM","18","50-99","Pvt Ltd",">4",158,"0"
"9313",29443,"136",0.897,"M","Y","None","Masters","STEM",">20","500-999","Pvt Ltd","1",32,"0"
"9314",12950,"16",0.91,"M","Y","None","Graduate","STEM","7","10-49","Pvt Ltd","1",11,"0"
"9315",14498,"21",0.624,NA,"Y","None","Graduate","STEM","7","500-999",NA,"2",2,"1"
"9316",20590,"11",0.55,"M","Y","Part-Time","Graduate","STEM","3",NA,NA,"1",58,"1"
"9317",26820,"103",0.92,NA,"Y","None","Graduate","STEM","10","100-500","Pvt Ltd",">4",33,"0"
"9318",28428,"73",0.754,NA,"N","Full-Time","High School","None","3",NA,NA,"never",37,"0"
"9319",6565,"21",0.624,"M","Y","None","Masters","STEM",">20","1000-4999","Pvt Ltd","2",56,"1"
"9320",26331,"21",0.624,"M","Y","None","Graduate","STEM","11","50-99","Pvt Ltd","1",67,"1"
"9321",15792,"103",0.92,"M","Y","None","Graduate","STEM",">20",NA,NA,">4",92,"0"
"9322",245,"103",0.92,"M","Y","None","Graduate","STEM","14","10000+","Pvt Ltd",">4",18,"0"
"9323",20087,"150",0.698,"M","Y","None","Masters","STEM","5","<10","Funded Startup","1",7,"0"
"9324",27919,"65",0.802,"M","Y","None","Graduate","STEM","5","50-99","Pvt Ltd","1",46,"0"
"9325",15568,"21",0.624,NA,"N","None","Masters","STEM","5",NA,"NGO",">4",105,"1"
"9326",13850,"98",0.949,"M","Y","None","Graduate","STEM",">20","50-99","Pvt Ltd",">4",49,"0"
"9327",24460,"116",0.743,"M","Y","None","Graduate","STEM","6","50-99","Pvt Ltd","2",180,"0"
"9328",14915,"16",0.91,"M","Y","None","Graduate","STEM","7","10-49","Pvt Ltd","3",33,"1"
"9329",4457,"90",0.698,"M","Y","None","Masters","STEM","10","100-500","Pvt Ltd",">4",40,"0"
"9330",1848,"21",0.624,"M","Y","Part-Time","Masters","STEM","9","10000+","Pvt Ltd","4",36,"1"
"9331",28239,"103",0.92,"M","N","None","Graduate","STEM",">20",NA,NA,"2",28,"1"
"9332",21306,"103",0.92,"M","Y","None","Graduate","STEM",">20","10000+","Pvt Ltd","1",17,"0"
"9333",24151,"128",0.527,"M","Y","None","Graduate","Humanities","20","10-49",NA,"1",64,"1"
"9334",1322,"160",0.92,"M","Y","None","Masters","STEM","3","50-99","Pvt Ltd","never",28,"1"
"9335",23419,"136",0.897,"M","Y","None","Masters","STEM","9","<10","Early Stage Startup","1",12,"0"
"9336",25184,"138",0.836,NA,"N","None","Graduate","Business","<1",NA,NA,"1",31,"1"
"9337",17955,"100",0.887,"M","N","None",NA,NA,"3",NA,NA,"never",262,"0"
"9338",30274,"103",0.92,NA,"Y","Part-Time","Graduate","Other","1","<10","NGO","never",156,"0"
"9339",22800,"41",0.827,"M","Y","Full-Time","High School","None","4","50-99","Early Stage Startup","1",18,"1"
"9340",25809,"103",0.92,"M","Y","None","Graduate","STEM","18","1000-4999","Pvt Ltd","4",23,"0"
"9341",21264,"103",0.92,"M","Y","None","Masters","STEM","10",NA,"Pvt Ltd",">4",10,"0"
"9342",13927,"16",0.91,NA,"N","None","High School","None","1",NA,NA,"never",9,"0"
"9343",23399,"57",0.866,"M","Y","Full-Time","Graduate","STEM","6","<10","Pvt Ltd","never",11,"0"
"9344",23600,"75",0.939,"M","Y","None","Graduate","STEM","18","50-99","Funded Startup","1",56,"0"
"9345",11461,"114",0.926,"M","Y","None","Masters","STEM","16","10000+","Pvt Ltd",">4",26,"0"
"9346",27968,"41",0.827,NA,"Y","None","Masters","STEM","7","<10","Early Stage Startup","4",16,"0"
"9347",27499,"103",0.92,"M","Y","None","Masters","Humanities","4","500-999","Pvt Ltd","1",20,"0"
"9348",6266,"103",0.92,"M","Y","None","Graduate","STEM","14","10000+","Pvt Ltd","1",152,"0"
"9349",11628,"21",0.624,"M","N","Full-Time","High School","None","2",NA,NA,"never",18,"0"
"9350",5474,"116",0.743,"M","N","None","Masters","STEM",">20","10000+","Pvt Ltd",">4",192,"0"
"9351",21569,"64",0.666,"Other","Y","Part-Time","High School","None","8","<10","Pvt Ltd",">4",192,"0"
"9352",12448,"136",0.897,"M","Y","None","Graduate","STEM","5","<10",NA,"2",38,"0"
"9353",28142,"21",0.624,"M","Y","None","Graduate","STEM","9","500-999","Pvt Ltd",">4",12,"0"
"9354",1939,"103",0.92,NA,"Y","None","Masters","STEM","19",NA,NA,">4",51,"0"
"9355",1949,"149",0.689,"M","Y","None","Graduate","STEM","17","10-49","Early Stage Startup","2",119,"0"
"9356",1288,"102",0.804,"M","Y","Full-Time","Graduate","STEM","2","100-500","Pvt Ltd","1",40,"0"
"9357",5445,"128",0.527,"F","Y","None","Graduate","STEM","2","50-99","Pvt Ltd","2",81,"1"
"9358",9856,"138",0.836,"M","Y","None","Masters","STEM",">20","10000+","Pvt Ltd",">4",10,"1"
"9359",21883,"114",0.926,"M","Y","None","Graduate","Humanities","18",NA,NA,"never",96,"0"
"9360",2999,"149",0.689,NA,"N","Full-Time","High School","None","4",NA,"Pvt Ltd","never",121,"1"
"9361",9919,"114",0.926,"M","Y","None","Graduate","STEM","7","1000-4999","Pvt Ltd","1",70,"0"
"9362",17382,"101",0.558,"M","Y","Full-Time","Graduate","STEM","4",NA,NA,"1",202,"1"
"9363",22004,"103",0.92,"M","Y","None","Graduate","STEM","4","50-99","Pvt Ltd","1",12,"0"
"9364",22574,"116",0.743,"M","N",NA,"Graduate","STEM","3",NA,NA,"never",16,"1"
"9365",20518,"21",0.624,"M","Y","None","Graduate","STEM","<1","10-49","Pvt Ltd","1",17,"1"
"9366",32189,"21",0.624,"M","Y","None","Graduate","STEM","8","100-500","Pvt Ltd","never",66,"1"
"9367",11010,"162",0.767,"M","N","Full-Time","Graduate","STEM","9",NA,NA,"never",29,"1"
"9368",6540,"14",0.698,NA,"N","Full-Time","Graduate","STEM","3","100-500","Pvt Ltd","1",3,"0"
"9369",33101,"40",0.776,"M","Y","None","Graduate","STEM","10","500-999","Pvt Ltd",">4",32,"0"
"9370",30753,"21",0.624,"M","Y","None","Graduate","STEM","1","10000+","Pvt Ltd","1",60,"1"
"9371",5892,"159",0.843,"M","Y","Part-Time","Graduate","STEM","6","<10","Pvt Ltd","1",24,"1"
"9372",14911,"57",0.866,"M","Y","None","Graduate","STEM","7","100-500","Pvt Ltd","2",10,"0"
"9373",32275,"159",0.843,"M","Y","None","Masters","STEM","9","10-49","Pvt Ltd","3",86,"0"
"9374",2553,"21",0.624,"F","Y","None","Masters","STEM","1",NA,"Other","never",11,"1"
"9375",13553,"7",0.647,NA,"N","Full-Time","Masters","STEM","5",NA,NA,"never",7,"1"
"9376",5356,"114",0.926,"M","N","Full-Time","Graduate","STEM","6","<10","Pvt Ltd","1",144,"0"
"9377",11799,"16",0.91,NA,"Y","None","Masters","Humanities","4","<10","Pvt Ltd","2",55,"0"
"9378",14450,"21",0.624,NA,"Y","Full-Time","Masters","STEM","15","10000+",NA,"2",96,"1"
"9379",29522,"160",0.92,"M","Y","None","Graduate","Arts",">20",NA,NA,"4",103,"1"
"9380",9709,"103",0.92,"M","Y","None",NA,NA,"10","100-500",NA,"1",10,"0"
"9381",14010,"100",0.887,NA,"N","Part-Time","Graduate","STEM","4",NA,NA,"1",50,"1"
"9382",9481,"103",0.92,NA,"Y","Full-Time","Graduate","STEM","9","10-49","Pvt Ltd","4",12,"0"
"9383",9516,"103",0.92,"M","Y","None","Graduate","STEM","4",NA,NA,"2",44,"0"
"9384",27329,"103",0.92,"M","Y","None","Graduate","STEM",">20","50-99","Pvt Ltd","1",30,"0"
"9385",30055,"104",0.924,"M","N","Part-Time","Graduate","STEM","4",NA,NA,"1",35,"0"
"9386",30890,"114",0.926,"M","N",NA,"High School","None","9",NA,"Pvt Ltd","never",46,"0"
"9387",26208,"103",0.92,"M","Y","None","Graduate","STEM","10","<10","Pvt Ltd","2",41,"0"
"9388",30952,"16",0.91,"M","N","Part-Time","Graduate","STEM","3","1000-4999","Public Sector",">4",84,"0"
"9389",29280,"21",0.624,"M","Y","None","Masters","STEM","3",NA,NA,"1",108,"0"
"9390",33274,"150",0.698,NA,"Y","None","Masters","STEM","10","50-99","Pvt Ltd","4",43,"0"
"9391",9334,"57",0.866,"M","Y","None","Graduate","STEM","11","10-49","Pvt Ltd","1",37,"0"
"9392",17022,"103",0.92,"M","Y","None","Primary School","None","3","50-99","Pvt Ltd","1",7,"0"
"9393",13351,"21",0.624,"M","Y","Full-Time","Graduate","STEM","11","<10","Early Stage Startup","1",226,"0"
"9394",1913,"90",0.698,"M","Y","None","Graduate","STEM","17","50-99","Public Sector",">4",20,"0"
"9395",14385,"21",0.624,"M","N","None","Graduate","STEM","1","10-49","Pvt Ltd","1",80,"1"
"9396",20609,"114",0.926,NA,"N","Full-Time","Masters","STEM","8","1000-4999","Public Sector",">4",19,"0"
"9397",15126,"67",0.855,"M","N","None",NA,NA,"<1",NA,NA,"never",62,"0"
"9398",3013,"16",0.91,"M","N","Full-Time","Graduate","STEM","8",NA,NA,"never",16,"1"
"9399",17627,"16",0.91,"M","Y","None","Graduate","STEM","8","1000-4999","Pvt Ltd",">4",55,"0"
"9400",30304,"64",0.666,"M","Y","None","Masters","STEM",">20","100-500","Funded Startup","1",42,"0"
"9401",23017,"83",0.923,"M","Y","None","Graduate","STEM","5","50-99","Funded Startup","2",70,"1"
"9402",1619,"103",0.92,NA,"N","None","High School","None","1",NA,"Pvt Ltd","1",12,"1"
"9403",16412,"114",0.926,"M","N","Full-Time","High School","None","9","100-500","Pvt Ltd","1",5,"0"
"9404",23436,"97",0.925,"M","Y","None","Graduate","STEM",">20",NA,NA,">4",50,"0"
"9405",16662,"73",0.754,NA,"Y","None","Graduate","STEM","7","100-500","Pvt Ltd","1",100,"0"
"9406",18228,"46",0.762,"M","Y","None","Graduate","STEM","6","100-500","Funded Startup","1",100,"0"
"9407",29834,"21",0.624,"M","Y","Part-Time","Graduate","STEM","7","10000+","Pvt Ltd","3",204,"1"
"9408",20749,"64",0.666,"M","Y","None","Graduate","STEM","7","100-500","Pvt Ltd","2",68,"0"
"9409",21053,"103",0.92,"M","Y","None","Masters","STEM",">20","10000+","Pvt Ltd","2",11,"0"
"9410",26234,"114",0.926,"F","N","Part-Time","High School","None","3","10-49","Public Sector","1",28,"1"
"9411",24824,"99",0.915,"F","N","None","Phd","Humanities","10","1000-4999","NGO","2",41,"0"
"9412",11056,"11",0.55,"M","N","Full-Time","Graduate","STEM","6",NA,NA,"never",40,"1"
"9413",32009,"173",0.878,"M","Y","Full-Time","Graduate","STEM","7","10-49","Pvt Ltd","1",37,"1"
"9414",12717,"102",0.804,"M","Y","None","Graduate","None","4","1000-4999","Pvt Ltd","2",130,"0"
"9415",6500,"152",0.698,NA,"N","Full-Time","Graduate","STEM","5","<10","Public Sector","1",108,"0"
"9416",13099,"71",0.884,"M","Y","None","Masters","STEM","16","50-99","Pvt Ltd","2",26,"1"
"9417",4540,"158",0.766,"M","Y","None","Graduate","STEM","4","100-500","Pvt Ltd","2",152,"0"
"9418",22670,"11",0.55,"M","Y","None","Graduate","STEM","1","50-99","Pvt Ltd","1",87,"0"
"9419",8994,"103",0.92,"F","Y","None","Graduate","Humanities","4","100-500","Funded Startup","1",33,"0"
"9420",20127,"103",0.92,"M","N","None","Graduate","STEM","20","10000+","NGO",">4",28,"0"
"9421",18887,"69",0.856,"M","Y","None","Graduate","STEM","12","50-99","Pvt Ltd","never",62,"0"
"9422",1462,"16",0.91,"M","Y","None","Graduate","STEM",">20",NA,NA,">4",27,"0"
"9423",15935,"160",0.92,NA,"Y","None","Graduate","STEM","10","50-99","Pvt Ltd","1",41,"0"
"9424",27087,"57",0.866,"M","Y","None","Masters","STEM",">20","5000-9999","Pvt Ltd","1",42,"0"
"9425",23293,"21",0.624,"F","N","Full-Time","High School","None","3",NA,NA,"never",42,"1"
"9426",27900,"67",0.855,"M","Y","Full-Time","Graduate","STEM","5","10000+","Pvt Ltd","2",28,"1"
"9427",29207,"103",0.92,NA,"Y","None","Graduate","STEM","11","1000-4999","Pvt Ltd",">4",51,"0"
"9428",17207,"21",0.624,"M","N","None","Graduate","STEM","<1",NA,NA,"never",84,"1"
"9429",25513,"103",0.92,"M","N","None","Graduate","Arts","11","500-999","NGO",">4",161,"0"
"9430",29362,"103",0.92,"M","Y","None","Graduate","STEM",">20","10000+","Pvt Ltd","4",90,"0"
"9431",3261,"173",0.878,"M","Y","None","Graduate","STEM","13","100-500","NGO","1",31,"0"
"9432",19447,"30",0.698,NA,"N","None","Graduate","STEM","8",NA,NA,">4",76,"1"
"9433",22228,"160",0.92,NA,"N","Full-Time","Graduate","STEM","3",NA,"Public Sector","1",102,"1"
"9434",22092,"104",0.924,"F","Y","None","High School","None","14",NA,NA,">4",142,"0"
"9435",13970,"73",0.754,"F","Y","None","Graduate","STEM","9","1000-4999","NGO",">4",109,"0"
"9436",5896,"149",0.689,"M","Y","None","Graduate","STEM","19","10-49","Pvt Ltd","1",11,"0"
"9437",17101,"16",0.91,"M","N","None","Graduate","STEM",">20",NA,NA,">4",23,"0"
"9438",7502,"61",0.913,"M","N","Full-Time","High School","None","2",NA,NA,"never",22,"0"
"9439",15197,"100",0.887,NA,"N","Full-Time","High School","None","5",NA,NA,"never",184,"0"
"9440",31074,"155",0.556,NA,"Y","None","Graduate","STEM","6","100-500","Pvt Ltd","1",46,"0"
"9441",459,"114",0.926,"M","Y","None","Masters","STEM","11","1000-4999","Pvt Ltd","1",12,"0"
"9442",6348,"103",0.92,"M","Y","None","High School","None",">20",NA,NA,"2",298,"1"
"9443",11050,"138",0.836,"M","Y","Full-Time","Graduate","Humanities","<1","100-500","Pvt Ltd","1",56,"0"
"9444",8186,"21",0.624,NA,"Y","Full-Time","Graduate","STEM","3","100-500","Other","2",163,"1"
"9445",73,"46",0.762,"M","Y","None","Graduate","STEM","16","10000+","Pvt Ltd","2",53,"0"
"9446",12144,"173",0.878,NA,"Y","None","Masters","Arts","7",NA,NA,"never",65,"0"
"9447",11446,"21",0.624,"M","Y","None","Graduate","STEM","7","1000-4999","Pvt Ltd","2",25,"1"
"9448",22172,"61",0.913,"M","Y","None","Graduate","STEM",">20","1000-4999","Pvt Ltd",">4",12,"0"
"9449",4101,"67",0.855,"M","Y","None","Masters","STEM","10",NA,NA,"1",41,"0"
"9450",30157,"162",0.767,NA,"Y","Part-Time","Masters","STEM","6","50-99","Pvt Ltd","2",79,"0"
"9451",16021,"73",0.754,NA,"Y","None","Graduate","STEM","6","50-99","Pvt Ltd","1",121,"0"
"9452",11769,"103",0.92,"M","N","Full-Time","High School","None","5",NA,NA,"1",27,"0"
"9453",26189,"21",0.624,NA,"Y","None","Graduate","STEM","3","50-99","Pvt Ltd","2",50,"0"
"9454",32252,"67",0.855,"M","N","Full-Time","High School","None","4",NA,"Pvt Ltd","1",4,"0"
"9455",10675,"101",0.558,NA,"Y","None","Graduate","STEM","5","100-500","Pvt Ltd","1",15,"1"
"9456",22388,"21",0.624,"M","N","Full-Time","Masters","STEM","2",NA,NA,NA,48,"1"
"9457",18619,"50",0.896,"M","Y","None","Graduate","STEM","3","50-99","Pvt Ltd","1",92,"0"
"9458",1398,"103",0.92,"M","Y","None",NA,NA,"8",NA,NA,"1",12,"0"
"9459",9660,"67",0.855,"M","Y","None","Masters","STEM","6","10000+","Pvt Ltd","1",8,"0"
"9460",30307,"16",0.91,"M","Y","None","Graduate","STEM","17","10000+","Pvt Ltd",">4",31,"0"
"9461",16120,"103",0.92,"F","N","None","Masters","Humanities","4","50-99","Funded Startup","1",96,"0"
"9462",28382,"173",0.878,"M","Y","None","Masters","STEM","17","100-500","Pvt Ltd","2",218,"0"
"9463",29447,"28",0.939,"M","N","None","Phd","STEM",">20","100-500","Public Sector",">4",46,"0"
"9464",26412,"103",0.92,"M","Y","None","Masters","STEM","20","10000+","Pvt Ltd",">4",76,"0"
"9465",9193,"21",0.624,NA,"Y",NA,"Graduate","STEM","<1","500-999","Pvt Ltd","1",32,"1"
"9466",13632,"73",0.754,"M","Y","None","Graduate","STEM",">20","100-500","Pvt Ltd",">4",37,"0"
"9467",5184,"74",0.579,"M","N","Part-Time","Graduate","STEM","2","100-500","Pvt Ltd","1",16,"1"
"9468",1065,"136",0.897,"M","Y","None","Masters","STEM","6","100-500","NGO","1",34,"1"
"9469",9988,"103",0.92,"M","Y","None","Graduate","Other",">20","500-999","Pvt Ltd",">4",30,"1"
"9470",15966,"103",0.92,"M","Y","None","Graduate","STEM","8","50-99","NGO","2",20,"0"
"9471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9472",1881,"21",0.624,"M","N","None","Masters","STEM","3","<10","Early Stage Startup","3",44,"0"
"9473",9612,"16",0.91,NA,"N","None","High School","None","2",NA,NA,"never",5,"1"
"9474",19228,"103",0.92,"M","Y","None","Graduate","Humanities","5","10000+","Pvt Ltd","4",25,"0"
"9475",27766,"16",0.91,"M","N","Full-Time","Graduate","STEM","5",NA,NA,"4",10,"1"
"9476",21576,"21",0.624,NA,"Y","None","Graduate","None","4","50-99","Pvt Ltd","4",11,"0"
"9477",26023,"16",0.91,NA,"Y","None","High School","None","10","<10","Funded Startup","1",94,"0"
"9478",32890,"103",0.92,"M","Y","None","Graduate","STEM","13","100-500","Pvt Ltd","1",53,"0"
"9479",21123,"162",0.767,NA,"N","Full-Time","High School","None","4",NA,NA,"never",32,"0"
"9480",18093,"103",0.92,"M","Y","None","Graduate","STEM","10","10000+","Pvt Ltd","2",58,"0"
"9481",27774,"67",0.855,"F","N","Full-Time","High School","None","3",NA,NA,"never",63,"1"
"9482",7952,"21",0.624,"F","N","Full-Time","Graduate","STEM","6","10000+","Public Sector","1",15,"1"
"9483",27243,"78",0.579,"M","Y","None","Graduate","STEM","9","100-500","Pvt Ltd","2",97,"1"
"9484",21051,"90",0.698,"F","N","Full-Time","Graduate","STEM","9",NA,NA,"never",224,"0"
"9485",30241,"160",0.92,NA,"Y","None","Graduate","STEM",">20",NA,NA,">4",18,"1"
"9486",29898,"114",0.926,"M","Y","None","Masters","STEM","11","500-999","Pvt Ltd","1",74,"0"
"9487",24227,"136",0.897,NA,"Y","None","Masters","STEM","15","1000-4999",NA,"3",45,"1"
"9488",12149,"103",0.92,"M","Y","None","Graduate","Humanities","11",NA,"Pvt Ltd","3",48,"0"
"9489",25968,"155",0.556,"F","Y","None","Graduate","STEM","10","100-500","Pvt Ltd","1",57,"1"
"9490",31213,"73",0.754,"M","Y","Full-Time","High School","None","4",NA,NA,"1",52,"1"
"9491",6285,"160",0.92,"M","Y","None","High School","None","5","50-99",NA,"1",133,"0"
"9492",30060,"21",0.624,"M","Y","None","Graduate","STEM","10","100-500","Early Stage Startup","never",126,"1"
"9493",28689,"103",0.92,"M","Y","None","Graduate","STEM",">20",NA,NA,"1",39,"1"
"9494",33246,"103",0.92,"M","Y","Part-Time","Graduate","STEM","19",NA,NA,"1",30,"0"
"9495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9496",30984,"103",0.92,NA,"Y","None","Graduate","STEM",">20","10000+","Pvt Ltd","2",34,"0"
"9497",33041,"103",0.92,"M","N","None","High School","None","4",NA,NA,"2",28,"0"
"9498",13778,"100",0.887,NA,"Y","Full-Time","High School","None","7",NA,NA,"never",117,"0"
"9499",29685,"142",0.727,"M","Y","None","Graduate","STEM","12","100-500","Pvt Ltd","4",22,"0"
"9500",13165,"103",0.92,"M","Y","Part-Time","Graduate","STEM","14","50-99","Pvt Ltd",">4",22,"0"
"9501",8952,"21",0.624,"M","Y","Full-Time","Graduate","STEM","4","50-99","Pvt Ltd","1",23,"1"
"9502",19775,"114",0.926,NA,"Y","None","Masters","STEM","17","100-500","Pvt Ltd","2",76,"0"
"9503",14093,"104",0.924,"M","Y","Part-Time","Graduate","STEM",">20",NA,NA,">4",15,"0"
"9504",26572,"46",0.762,"M","Y","None","Graduate","STEM",">20",NA,NA,">4",67,"0"
"9505",5399,"176",0.764,NA,"Y","None","Masters","STEM","19",NA,NA,">4",4,"0"
"9506",3985,"16",0.91,NA,"N","None","High School","None","4","10-49","Pvt Ltd","1",13,"0"
"9507",28840,"162",0.767,"M","N","Full-Time","High School","None","5",NA,NA,"never",9,"0"
"9508",23104,"98",0.949,"M","Y","None","Graduate","STEM","14","500-999","Public Sector","4",5,"0"
"9509",1008,"16",0.91,"M","Y","None","Graduate","STEM","15","10000+","Public Sector","1",7,"0"
"9510",26910,"21",0.624,"M","Y","None","Graduate","STEM","5","500-999","Pvt Ltd","1",24,"1"
"9511",1561,"103",0.92,"M","Y","None","Graduate","STEM",">20","10000+","Pvt Ltd",">4",79,"1"
"9512",3209,"98",0.949,"M","Y","None","Masters","STEM","10","50-99","Pvt Ltd","2",62,"0"
"9513",16617,"16",0.91,"M","Y","None","Masters","STEM","2","50-99","Funded Startup","1",20,"0"
"9514",10960,"73",0.754,"M","Y","Part-Time","Graduate","STEM","4",NA,NA,"1",35,"0"
"9515",24542,"103",0.92,"M","N","None","Graduate","Other","4",NA,NA,"1",16,"0"
"9516",13494,"16",0.91,NA,"Y","None","Graduate","STEM","8","100-500","Pvt Ltd","1",33,"0"
"9517",32135,"136",0.897,NA,"Y","None","Phd","STEM",">20","10000+","Pvt Ltd",">4",298,"0"
"9518",2032,"11",0.55,"M","Y","None","Graduate","STEM","7","100-500","Pvt Ltd","2",117,"1"
"9519",18392,"101",0.558,"M","N","Part-Time","Graduate","Other","<1",NA,NA,"2",304,"1"
"9520",204,"160",0.92,"M","Y","Full-Time","High School","None","3","10000+","Pvt Ltd","1",23,"0"
"9521",24007,"19",0.682,"M","Y","None","Graduate","STEM",">20","100-500","Pvt Ltd","2",76,"0"
"9522",31621,"83",0.923,"M","N","None","High School","None","4",NA,NA,"never",41,"0"
"9523",29958,"165",0.903,"M","Y",NA,"Graduate","STEM",">20","1000-4999","Pvt Ltd","2",86,"0"
"9524",1590,"114",0.926,"M","Y","None","Graduate","STEM",">20",NA,NA,">4",25,"0"
"9525",28790,"16",0.91,"M","Y","None","Masters","Humanities","14","10000+","Pvt Ltd","1",158,"0"
"9526",500,"23",0.899,"M","Y","None","Graduate","STEM",">20","100-500","Funded Startup","1",33,"0"
"9527",10929,"114",0.926,NA,"N","None","High School","None","9","50-99","Pvt Ltd","1",37,"0"
"9528",2758,"159",0.843,"M","Y","None","Masters","STEM","13","<10","Pvt Ltd","never",60,"0"
"9529",5863,"11",0.55,NA,"Y","None","Masters","STEM","5","10-49","Early Stage Startup","4",9,"1"
"9530",29227,"102",0.804,"M","N","None","Graduate","None","6",NA,NA,"1",26,"1"
"9531",4409,"75",0.939,"M","Y","None","Graduate","STEM",">20","<10","Pvt Ltd","1",11,"0"
"9532",7561,"75",0.939,NA,"N","None","Primary School","None","3",NA,NA,"never",70,"0"
"9533",30616,"103",0.92,"M","Y","None","Graduate","STEM","13","<10","Funded Startup","1",127,"0"
"9534",30823,"50",0.896,"F","Y","Full-Time","Graduate","STEM","4","10-49","Pvt Ltd","1",23,"0"
"9535",25640,"104",0.924,"F","N","Full-Time","Graduate","STEM","6",NA,NA,"4",11,"1"
"9536",20257,"160",0.92,NA,"Y","None","Graduate","STEM",">20",NA,NA,">4",39,"1"
"9537",11943,"21",0.624,"M","Y","None","Graduate","STEM","10","1000-4999","Pvt Ltd","2",18,"1"
"9538",21680,"27",0.848,"M","Y","None","Graduate","STEM","4","1000-4999","Pvt Ltd","1",57,"1"
"9539",7857,"21",0.624,"M","N","None","Graduate","STEM","10","100-500","Pvt Ltd",">4",23,"1"
"9540",4483,"103",0.92,"M","Y","None","Graduate","STEM","14","<10","Pvt Ltd","1",68,"0"
"9541",13490,"114",0.926,"M","Y","Full-Time","Graduate","STEM","19","10-49","Funded Startup","1",12,"1"
"9542",9947,"160",0.92,"M","Y","None","Graduate","STEM",">20",NA,NA,">4",42,"0"
"9543",28087,"23",0.899,"M","Y","Part-Time","Graduate","STEM","7","<10","Early Stage Startup","1",63,"0"
"9544",10768,"104",0.924,"M","Y","None","High School","None",">20","1000-4999","Pvt Ltd","1",44,"0"
"9545",12708,"74",0.579,"M","Y","None",NA,NA,"5",NA,NA,"1",4,"1"
"9546",25759,"103",0.92,"M","Y","None","Masters","STEM",">20","10000+","Pvt Ltd",">4",40,"0"
"9547",12427,"21",0.624,"F","N","None","Masters","STEM","5","50-99","Pvt Ltd","never",23,"0"
"9548",6275,"73",0.754,NA,"N","Part-Time","Graduate","STEM","6",NA,NA,"2",200,"0"
"9549",16403,"21",0.624,NA,"Y","Part-Time","Masters","STEM","2","10-49","Pvt Ltd","1",24,"0"
"9550",28768,"21",0.624,NA,"Y","None","Graduate","STEM","7","50-99","Pvt Ltd","2",29,"0"
"9551",19622,"71",0.884,"M","Y","None","Graduate","STEM","12","50-99","Funded Startup",">4",2,"0"
"9552",13367,"105",0.794,"M","Y","None","High School","None","14","<10","Pvt Ltd",">4",33,"0"
"9553",22598,"16",0.91,"M","Y","None","Graduate","STEM","19",NA,NA,"1",6,"0"
